AccessionID	NumChromosomal	NumPlasmid	NumExtraChromosomal	Length_DNA	NumProteins	GC	SequenceType	Phylogroup	Serotype	Remarks
GCF_016904195.1	1	2	0	5000651	4568	50.81	ST1231	B2	O-:H7	Keep
GCF_016904235.1	1	5	0	5544873	5146	50.66	ST117	G	O114:H4	Keep
GCF_016904255.1	1	5	0	5140426	4610	50.65	ST405	D	O102:H6	Keep
GCF_016904335.1	1	5	0	5343218	4792	50.58	ST405	D	O102:H6	Keep
GCF_016904395.1	1	1	0	4751330	4284	50.94	ST398	A	O8:H20	Keep
GCF_016904435.1	1	3	0	5205234	4720	50.70	ST95	B2	Unk:H4	Keep
GCF_016904455.1	1	8	0	5365154	4965	50.56	ST95	B2	Unk:H7	Keep
GCF_016904475.1	1	7	0	5120593	4708	50.59	ST95	B2	O1:H7	Keep
GCF_016904495.1	1	11	0	5590265	5063	50.52	ST405	D	O102:H6	Keep
GCF_016904535.1	1	2	0	5183774	4701	50.62	ST95	B2	Unk:H7	Keep
GCF_016904555.1	1	5	0	5189441	4594	50.59	ST624	F	O25:H17	Keep
GCF_016904575.1	1	0	0	5082423	4525	50.63	ST38	D	O86:H18	Keep
GCF_016904615.1	1	6	0	5214956	4770	50.64	ST144	B2	O16:H6	Keep
GCF_016904655.1	1	1	0	5067769	4583	50.70	ST969	B2	O6:H7	Keep
GCF_016904695.1	1	0	0	4678626	4199	50.85	ST10	A	Unk:H9	Keep
GCF_016939795.1	1	6	0	5181914	4740	50.87	ST131	B2	O25:H4	Keep
GCF_016942475.1	1	8	0	5230819	4695	50.45	ST10	A	O126:H2	Keep
GCF_016942505.1	1	7	0	5086828	4632	50.63	ST654	B1	O8:H49	Keep
GCF_016942535.1	1	3	0	5012816	4586	50.64	ST278	B1	O-:H7	Keep
GCF_016942575.1	1	7	0	5115476	4562	50.69	ST23	C	O53:H9	Keep
GCF_016942595.1	1	5	0	4681187	4158	50.80	ST1585	A	Unk:H32	Keep
GCF_016942615.1	1	2	0	4979338	4452	50.70	ST11225	A	O126:H26	Keep
GCF_016942635.1	1	2	0	5087318	4631	50.51	ST648	F	O153:H30	Keep
GCF_016942655.1	1	3	0	5023026	4565	50.78	ST156	B1	O-:H25	Keep
GCF_016944635.1	1	3	0	4953876	4437	50.74	ST10	A	Unk:H9	Keep
GCF_016944655.1	1	4	0	4766465	4251	50.83	ST48	A	O8:H18	Keep
GCF_016944675.1	1	6	0	5776675	5311	50.49	ST69	D	Unk:H18	Keep
GCF_016944695.1	1	3	0	4739365	4239	50.91	ST165	A	O147:H40	Keep
GCF_016944715.1	1	7	0	5116006	4691	50.79	ST3944	A	Unk:H9	Keep
GCF_016944735.1	1	3	0	4980313	4484	50.69	ST542	A	O128ac:H45	Keep
GCF_016944755.1	1	2	0	5266847	4861	50.75	ST131	B2	O16:H5	Keep
GCF_016944775.1	1	6	0	4937486	4468	50.70	ST4014	B1	O88:H31	Keep
GCF_017088405.1	1	3	0	4947804	4446	50.41	ST7087	A	O-:H19	Keep
GCF_017088425.1	1	7	0	5157225	4561	50.52	ST1011	D	O86:H9	Keep
GCF_017088445.1	1	9	0	5254905	4845	50.50	ST4088	B1	O-:H7	Keep
GCF_017088465.1	1	5	0	5055327	4510	50.53	ST2705	A	O-:H10	Keep
GCF_017088485.1	1	4	0	4761190	4261	50.70	ST2325	A	O21:H25	Keep
GCF_017161035.1	1	1	0	4762778	4303	50.56	ST10	A	O16:H48	Keep
GCF_017161345.1	1	3	0	4951226	4358	50.71	ST206	A	O-:H19	Keep
GCF_017164755.1	1	1	0	5630159	5117	50.51	ST11	E	O157:H7	Keep
GCF_017164775.1	1	1	0	5582607	5063	50.49	ST11	E	O157:H7	GCF_017164775.1 has been dropped because has ANI=99.9962 to GCF_017164755.1
GCF_017164795.1	1	2	0	5633962	5048	50.55	ST11	E	O157:H7	Keep
GCF_017164815.1	1	2	0	5649174	5046	50.42	ST11	E	O157:H7	GCF_017164815.1 has been dropped because has ANI=99.9979 to GCF_017164835.1
GCF_017164835.1	1	2	0	5649196	5063	50.42	ST11	E	O157:H7	Keep
GCF_017164855.1	1	1	0	5613214	5026	50.49	ST11	E	O157:H7	GCF_017164855.1 has been dropped because has ANI=99.9997 to GCF_017164835.1
GCF_017164875.1	1	1	0	5611611	5022	50.49	ST11	E	O157:H7	GCF_017164875.1 has been dropped because has ANI=99.9965 to GCF_017164835.1
GCF_017164895.1	1	1	0	5619058	5050	50.52	ST11	E	O157:H7	GCF_017164895.1 has been dropped because has ANI=99.9986 to GCF_017164915.1
GCF_017164915.1	1	1	0	5641483	5081	50.51	ST11	E	O157:H7	Keep
GCF_017164935.1	1	1	0	5651163	5084	50.51	ST11	E	O157:H7	GCF_017164935.1 has been dropped because has ANI=99.997 to GCF_017164955.1
GCF_017164955.1	1	1	0	5652528	5072	50.51	ST11	E	O157:H7	Keep
GCF_017164975.1	1	1	0	5612251	4990	50.49	ST11	E	O157:H7	GCF_017164975.1 has been dropped because has ANI=99.9925 to GCF_017165455.1
GCF_017164995.1	1	1	0	5684358	5110	50.53	ST11	E	O157:H7	GCF_017164995.1 has been dropped because has ANI=99.9917 to GCF_017165115.1
GCF_017165015.1	1	1	0	5606380	5040	50.48	ST11	E	O157:H7	GCF_017165015.1 has been dropped because has ANI=99.9907 to GCF_017165115.1
GCF_017165035.1	1	1	0	5604360	5045	50.48	ST11	E	O157:H7	GCF_017165035.1 has been dropped because has ANI=99.9939 to GCF_017165115.1
GCF_017165055.1	1	1	0	5609253	5039	50.49	ST11	E	O157:H7	GCF_017165055.1 has been dropped because has ANI=99.9997 to GCF_017165115.1
GCF_017165075.1	1	1	0	5609264	5044	50.49	ST11	E	O157:H7	GCF_017165075.1 has been dropped because has ANI=99.9984 to GCF_017165115.1
GCF_017165095.1	1	2	0	5612529	5032	50.48	ST11	E	O157:H7	GCF_017165095.1 has been dropped because has ANI=99.9978 to GCF_017165115.1
GCF_017165115.1	1	2	0	5825793	5047	50.46	ST-Unknown	E	O157:H7	Keep
GCF_017165135.1	1	2	0	5612573	5049	50.48	ST11	E	O157:H7	GCF_017165135.1 has been dropped because has ANI=99.9984 to GCF_017165115.1
GCF_017165155.1	1	1	0	5609276	5040	50.48	ST11	E	O157:H7	GCF_017165155.1 has been dropped because has ANI=99.993 to GCF_017165435.1
GCF_017165215.1	1	1	0	5611694	5042	50.49	ST11	E	O157:H7	GCF_017165215.1 has been dropped because has ANI=99.9996 to GCF_017165115.1
GCF_017165235.1	1	2	0	5600699	5035	50.49	ST11	E	O157:H7	GCF_017165235.1 has been dropped because has ANI=99.9924 to GCF_017165115.1
GCF_017165255.1	1	2	0	5613850	5038	50.48	ST11	E	O157:H7	GCF_017165255.1 has been dropped because has ANI=99.9906 to GCF_017165435.1
GCF_017165275.1	1	2	0	5600778	5034	50.49	ST11	E	O157:H7	GCF_017165275.1 has been dropped because has ANI=99.9983 to GCF_017165455.1
GCF_017165295.1	1	2	0	5613910	5048	50.48	ST11	E	O157:H7	GCF_017165295.1 has been dropped because has ANI=99.9917 to GCF_017165115.1
GCF_017165315.1	1	1	0	5625781	5066	50.50	ST11	E	O157:H7	GCF_017165315.1 has been dropped because has ANI=99.9919 to GCF_017165375.1
GCF_017165335.1	1	2	0	5603028	5040	50.48	ST11	E	O157:H7	Keep
GCF_017165355.1	1	2	0	5624856	5065	50.49	ST11	E	O157:H7	Keep
GCF_017165375.1	1	2	0	5656808	5068	50.50	ST11	E	O157:H7	Keep
GCF_017165395.1	1	4	0	5817871	5238	50.47	ST11	E	O157:H7	Keep
GCF_017165415.1	1	1	0	5554322	5030	50.48	ST11	E	O157:H7	Keep
GCF_017165435.1	1	2	0	5649359	5098	50.50	ST11	E	O157:H7	Keep
GCF_017165455.1	1	3	0	5633885	5071	50.42	ST11	E	O157:H7	Keep
GCF_017310055.1	1	7	0	4898936	4456	50.79	ST10	A	O-:H43	Keep
GCF_017310445.1	1	4	0	5628624	5185	50.47	ST648	F	O1:H6	Keep
GCF_017338715.1	1	0	0	4690878	4238	50.78	ST10	A	O16:H48	Keep
GCF_017348835.2	1	6	0	5539838	4997	50.16	ST799	E or cladeI	O108:H9	Keep
GCF_017352035.1	1	1	0	5111999	4633	50.70	ST393	D	O15:H1	Keep
GCF_017352055.1	1	2	0	4622527	4144	50.71	ST46	A	Unk:H10	Keep
GCF_017352075.1	1	2	0	5076468	4593	50.87	ST58	B1	O8:H25	Keep
GCF_017356665.1	1	2	0	5133980	4750	50.64	ST95	B2	Unk:H7	Keep
GCF_017357505.1	1	3	0	5312633	4727	50.27	ST73	B2	O6:H1	Keep
GCF_017357545.1	1	1	0	5593719	5054	50.44	ST11	E	O157:H7	Keep
GCF_017570585.1	1	10	0	5032262	4582	50.62	ST93	A	O7:H4	Keep
GCF_017570605.1	1	8	0	5274803	4669	50.79	ST10	A	O101:H10	Keep
GCF_017570625.1	1	10	0	4988215	4476	50.41	ST10	A	O101:H9	Keep
GCF_017570645.1	1	4	0	5402822	4894	50.56	ST162	B1	O126:H45	Keep
GCF_017570665.1	1	9	0	5032799	4492	50.55	ST6856	A	Unk:H11	Keep
GCF_017570685.1	1	8	0	5186956	4677	50.59	ST533	B1	O-:H20	Keep
GCF_017579865.1	1	2	0	4885435	4362	50.68	ST744	A	O101:H9	Keep
GCF_017603565.1	1	0	0	5227361	4771	50.65	ST38	D	Unk:H30	Keep
GCF_017604265.1	1	0	0	4526746	4069	50.78	ST10	A	O16:H48	GCF_017604265.1 has been dropped because has ANI=99.9946 to GCF_000022345.1
GCF_017638965.1	1	2	0	4824765	4448	50.77	ST11633	B1	O-:H7	Keep
GCF_017638985.1	1	5	0	5221827	4813	50.47	ST354	F	O153:H34	Keep
GCF_017639005.1	1	3	0	5208004	4713	50.37	ST457	F	O11:H25	Keep
GCF_017639025.1	1	4	0	5014164	4529	50.91	ST11280	A	O86:H21	Keep
GCF_017639045.1	1	4	0	4991508	4445	50.79	ST167	A	O101:H10	Keep
GCF_017639105.1	1	8	0	5159527	4771	50.67	ST215	A	O68:H12	Keep
GCF_017639125.1	1	3	0	4859353	4359	50.67	ST10	A	O101:H-	Keep
GCF_017639145.1	1	3	0	4805372	4293	50.69	ST10	A	O101:H-	GCF_017639145.1 has been dropped because has ANI=99.9954 to GCF_017639125.1
GCF_017639165.1	1	6	0	5145496	4742	50.78	ST215	A	O68:H12	Keep
GCF_017639185.1	1	3	0	5598951	5014	50.33	ST1266	E	Unk:H34	Keep
GCF_017654165.1	1	0	0	4933433	4438	50.61	ST155	B1	O153:H51	Keep
GCF_017743075.1	1	2	0	5036724	4587	50.86	ST448	B1	Unk:H10	GCF_017743075.1 has been dropped because has ANI=99.9967 to GCF_900497455.1
GCF_017815815.1	1	3	0	5370586	4797	50.45	ST1262	B2	Unk:H1	Keep
GCF_017868515.1	1	2	0	4661831	4158	50.80	ST6856	A	Unk:H11	Keep
GCF_017900955.1	1	0	0	5030087	4544	50.66	ST998	B2	Unk:H6	GCF_017900955.1 has been dropped because has ANI=99.9952 to GCF_001660585.1
GCF_017900975.1	1	0	0	5030087	4544	50.66	ST998	B2	Unk:H6	GCF_017900975.1 has been dropped because has ANI=99.9952 to GCF_001660585.1
GCF_017900995.1	1	0	0	5030087	4544	50.66	ST998	B2	Unk:H6	GCF_017900995.1 has been dropped because has ANI=99.9952 to GCF_001660585.1
GCF_017901015.1	1	0	0	5030087	4544	50.66	ST998	B2	Unk:H6	GCF_017901015.1 has been dropped because has ANI=99.9952 to GCF_001660585.1
GCF_017903455.1	1	5	0	5321746	4780	50.53	ST48	A	O-:H11	Keep
GCF_018075285.1	1	3	0	5098723	4535	50.64	ST410	C	O-:H9	Keep
GCF_018075305.1	1	2	0	5359540	4902	50.67	ST131	B2	O25:H4	Keep
GCF_018075345.1	1	1	0	4762594	4303	50.56	ST10	A	O16:H48	GCF_018075345.1 has been dropped because has ANI=99.9976 to GCF_017161035.1
GCF_018085225.1	1	6	0	5130057	4557	50.74	ST6002	A	O128ac:H12	Keep
GCF_018343835.1	1	0	0	5030087	4545	50.66	ST998	B2	Unk:H6	GCF_018343835.1 has been dropped because has ANI=99.9952 to GCF_001660585.1
GCF_900088105.1	1	3	0	5203361	4686	50.55	ST410	C	O8:H9	Keep
GCF_900092615.1	1	0	0	5144250	4438	50.65	ST10	A	O15:H10	Keep
GCF_900096795.1	1	0	0	4638126	4191	50.83	ST10	A	O16:H48	GCF_900096795.1 has been dropped because has ANI=99.9928 to GCF_900096845.1
GCF_900096845.1	1	0	0	4638126	4185	50.83	ST10	A	O16:H48	Keep
GCF_900149875.1	1	0	0	4792490	4446	50.70	ST15	B2	O127:H6	Keep
GCF_900149915.1	1	0	0	4848621	4474	50.57	ST15	B2	O127:H6	GCF_900149915.1 has been dropped because has ANI=99.9957 to GCF_000026545.1
GCF_900174625.1	1	3	0	5008891	4560	50.79	ST1288	A	Unk:H9	GCF_900174625.1 has been dropped because has ANI=99.9981 to GCF_900174635.1
GCF_900174635.1	1	4	0	5053216	4623	50.72	ST1288	A	Unk:H9	Keep
GCF_900184875.1	1	3	0	5176780	4573	50.89	ST8217	A	Unk:H30	Keep
GCF_900186905.1	1	0	0	4625968	4114	50.96	ST1721	A	O-:H19	Keep
GCF_900474445.1	1	0	0	4705297	4165	50.88	ST8740	A	O134:H-	Keep
GCF_900474495.1	1	0	0	4705041	4220	50.94	ST218	A	O160:H34	Keep
GCF_900474625.1	1	0	0	4648794	4124	50.94	ST5766	A	Unk:H30	Keep
GCF_900497095.1	1	3	0	4899425	4388	50.68	ST410	C	O-:H9	Keep
GCF_900497415.1	1	4	0	5343796	4875	50.67	ST131	B2	O25:H4	Keep
GCF_900497455.1	1	2	0	5036727	4588	50.86	ST448	B1	Unk:H10	Keep
GCF_900497485.1	1	4	0	5271079	4784	50.64	ST393	D	O15:H1	Keep
GCF_900520285.1	1	1	0	5025250	4529	50.80	ST10	A	O16:H48	Keep
GCF_900520305.1	1	2	0	4892013	4373	50.73	ST10	A	O101:H10	Keep
GCF_900520325.1	1	2	0	5250414	4781	50.74	ST131	B2	O25:H4	Keep
GCF_900520345.1	1	2	0	5420598	4917	50.85	ST131	B2	O25:H4	Keep
GCF_900520365.1	1	2	0	5517774	5104	50.67	ST131	B2	O25:H4	Keep
GCF_900520385.1	1	4	0	5348119	4812	50.62	ST617	A	Unk:H10	Keep
GCF_900520395.1	1	1	0	5257805	4789	50.84	ST131	B2	O25:H4	GCF_900520395.1 has been dropped because has ANI=99.9929 to GCF_900520345.1
GCF_900618295.1	1	0	0	5009390	4342	50.87	ST8346	B1	O64:H10	Keep
GCF_900622635.1	1	2	0	5261718	4812	50.86	ST131	B2	O25:H4	Keep
GCF_900622655.1	1	6	0	5461091	5060	50.30	ST648	F	O1:H6	Keep
GCF_900622665.1	1	2	0	5058016	4604	50.88	ST224	B1	O8:H23	Keep
GCF_900622685.1	1	2	0	5232331	4774	50.76	ST69	D	Unk:H18	Keep
GCF_900622695.1	1	1	0	5186043	4683	50.72	ST963	D	O-:H18	Keep
GCF_900635145.1	1	0	0	4644134	4222	50.80	ST2325	A	O66:H25	Keep
GCF_900635165.1	1	0	0	4961426	4532	50.71	ST95	B2	Unk:H4	Keep
GCF_900635175.1	1	0	0	4601921	4067	50.66	ST10	A	O84:H21	Keep
GCF_900635185.1	1	0	0	5468700	4907	50.74	ST350	E	O112ab:H18	Keep
GCF_900635205.1	1	0	0	5030213	4443	50.62	ST278	B1	O82:H19	Keep
GCF_900635215.1	1	0	0	4682556	4112	50.74	ST10	A	O38:H26	Keep
GCF_900635325.1	1	0	0	5295029	4702	50.51	ST57	E	O115:H19	Keep
GCF_900635635.1	1	0	0	4692996	4126	50.71	ST10	A	O104:H12	Keep
GCF_900636005.1	1	0	0	4809759	4355	50.70	ST297	B1	O-:H-	Keep
GCF_900636045.1	1	0	0	4647667	4209	50.88	ST34	A	O162:H10	Keep
GCF_900636055.1	1	0	0	4635216	4125	50.87	ST8740	A	O134:H-	Keep
GCF_900636075.1	1	0	0	5008027	4514	50.78	ST155	B1	O8:H51	Keep
GCF_900636105.1	1	0	0	4736671	4244	50.83	ST1679	B1	O88:H25	Keep
GCF_900636115.1	1	0	0	4573055	3973	50.67	ST10	A	O110:H39	Keep
GCF_900636125.1	1	0	0	4969847	4483	50.72	ST6071	A	O28ac/O42:H4	Keep
GCF_900636145.1	1	0	0	4594692	4176	50.74	ST10	A	O87:H12	Keep
GCF_900636175.1	1	0	0	4943400	4537	50.76	ST1611	B1	O125ab:H19	Keep
GCF_900636195.1	1	0	0	4757340	4310	50.93	ST398	A	O8:H4	Keep
GCF_900636215.1	1	0	0	5167677	4648	50.59	ST73	B2	O22:H1	Keep
GCF_900636235.1	1	0	0	4532589	4095	50.71	ST10	A	O100:H2	Keep
GCF_900636245.1	1	0	0	4742976	4159	50.88	ST10	A	O107:H27	Keep
GCF_900636295.1	1	0	0	4984892	4328	50.88	ST10	A	Unk:H4	Keep
GCF_900636305.1	1	0	0	4603981	4090	50.80	ST93	A	O7:H-	Keep
GCF_900636595.1	1	0	0	4722738	4256	50.79	ST189	A	O80:H26	Keep
GCF_900636605.1	1	0	0	4693367	4244	50.75	ST10	A	O41:H40	Keep
GCF_900636785.1	1	0	0	4853909	4378	50.80	ST56	B1	O113:H21	Keep
GCF_900636795.1	1	0	0	4636685	4168	50.76	ST2952	B1	O64:H19	Keep
GCF_900699165.1	1	0	0	5102517	4486	50.69	ST10	A	O15:H10	GCF_900699165.1 has been dropped because has ANI=99.9905 to GCF_900092615.1
GCF_900747775.1	1	0	0	4975029	4419	50.79	ST635	A	O11:H25	Keep
GCF_900747785.1	1	0	0	5114416	4494	50.92	ST7095	A	O-:H21	Keep
GCF_901733115.1	1	3	0	4899891	4403	50.60	ST410	C	O8:H9	Keep
GCF_902703415.1	1	2	0	5432968	4904	50.61	ST95	B2	Unk:H4	Keep
GCF_902705295.1	1	1	0	5213739	4731	50.54	ST95	B2	Unk:H5	Keep
GCF_902810275.1	1	0	0	5003951	4495	50.63	ST58	B1	O39:H21	Keep
GCF_902810285.1	1	0	0	4958102	4491	50.67	ST58	B1	O39:H21	GCF_902810285.1 has been dropped because has ANI=99.9917 to GCF_902810295.1
GCF_902810295.1	1	0	0	5088866	4624	50.66	ST58	B1	O39:H21	Keep
GCF_902810315.1	1	0	0	4658197	4301	50.61	ST1164	B2	O71:H27	GCF_902810315.1 has been dropped because has ANI=99.9925 to GCF_902810395.1
GCF_902810325.1	1	0	0	4716885	4291	50.88	ST2005	B1	O-:H7	Keep
GCF_902810335.1	1	0	0	5222289	4707	50.54	ST2550	G	O-:H48	Keep
GCF_902810345.1	1	0	0	4655420	4261	50.61	ST1164	B2	O71:H27	GCF_902810345.1 has been dropped because has ANI=99.9927 to GCF_902810395.1
GCF_902810365.1	1	0	0	4794586	4386	50.75	ST4392	B1	O149:H8	Keep
GCF_902810375.1	1	0	0	4736913	4280	50.89	ST5891	B1	O112ab:H19	Keep
GCF_902810385.1	1	0	0	4729401	4318	50.76	ST297	B1	O130:H11	Keep
GCF_902810395.1	1	0	0	4658510	4265	50.61	ST1164	B2	O71:H27	Keep
GCF_902810405.1	1	0	0	4741504	4354	50.91	ST6994	B1	O168:H16	Keep
GCF_902810415.1	1	0	0	4747946	4251	50.80	ST295	B1	O-:H11	Keep
GCF_902825205.1	1	0	0	4715938	4258	50.87	ST4623	B1	O-:H16	Keep
GCF_904425475.1	1	0	0	4625146	4177	50.79	ST10	A	O16:H48	GCF_904425475.1 has been dropped because has ANI=99.9941 to GCF_000005845.2
GCF_904426485.1	1	1	0	4679578	4179	50.80	ST1421	A	Unk:H4	Keep
GCF_904711265.1	1	4	0	5270466	4760	50.64	ST453	B1	O23:H16	Keep
GCF_904711295.1	1	4	0	4867812	4364	50.60	ST10	A	O101:H9	Keep
GCF_904711305.1	1	1	0	4902355	4460	51.00	ST7036	A	O8:H12	Keep
GCF_904799825.1	1	2	0	4998471	4559	50.43	ST23	C	O8:H9	Keep
GCF_904830965.1	1	4	0	5038778	4463	50.62	ST4	A	O6:H16	Keep
GCF_904830975.1	1	3	0	5224901	4775	50.66	ST5305	B1	O114:H49	Keep
GCF_904831805.1	1	2	0	5182605	4723	50.20	ST182	E	O-:H-	Keep
GCF_904831825.1	1	2	0	5632468	5055	50.66	ST173	B1	O78:H12	Keep
GCF_904831835.1	1	2	0	5094940	4535	50.75	ST1312	A	O25:H16	Keep
GCF_904831875.1	1	5	0	5403712	4929	50.71	ST443	B1	O115:H5	Keep
GCF_904833135.1	1	4	0	5191820	4559	50.48	ST2353	A	O6:H16	Keep
GCF_904842665.1	1	1	0	4817635	4394	50.79	ST2165	B1	O-:H7	Keep
GCF_904863105.1	1	3	0	5343539	4857	50.46	ST141	B2	Unk:H6	Keep
GCF_904863235.1	1	6	0	5466242	4957	50.58	ST393	D	O15:H1	Keep
GCF_904863255.1	1	8	0	5439363	5034	50.55	ST648	F	O1:H6	Keep
GCF_904863305.1	1	7	0	5511913	5005	50.61	ST38	D	O1:H15	Keep
GCF_904863375.1	1	7	0	5434439	4959	50.74	ST354	F	O45:H6	Keep
GCF_904863385.1	1	2	0	5060378	4535	50.83	ST617	A	Unk:H9	Keep
GCF_904863445.1	1	3	0	5329072	4775	50.78	ST176	A	Unk:H30	Keep
GCF_904864555.1	1	4	0	5291829	4784	50.71	ST69	D	O15:H18	Keep
GCF_904864615.1	1	4	0	5345054	4809	50.65	ST38	D	O1:H15	GCF_904864615.1 has been dropped because has ANI=99.9997 to GCF_904863305.1
GCF_904864635.1	1	4	0	4993500	4539	50.61	ST1193	B2	O75:H5	Keep
GCF_904865655.1	1	5	0	5516011	5083	50.54	ST648	F	O102:H6	Keep
GCF_904865835.1	1	3	0	4987882	4503	50.71	ST10	A	O71:H27	Keep
GCF_904866225.1	1	2	0	5031817	4505	50.81	ST617	A	Unk:H9	Keep
GCF_904866305.1	1	5	0	5278789	4850	50.79	ST602	B1	O103:H21	Keep
GCF_904866345.1	1	9	0	5236070	4736	50.66	ST10	A	O8:H17	Keep
GCF_904866455.1	1	4	0	5184798	4749	50.77	ST131	B2	O25:H4	Keep
GCF_904866495.1	1	4	0	5348923	4860	50.62	ST38	D	O153:H18	Keep
GCF_905071835.1	1	11	0	5510545	4959	50.67	ST59	F	O1:H7	Keep
GCF_905071865.1	1	5	0	4739082	4174	50.82	ST48	A	O153:H11	Keep
GCF_000184185.1	-	-	-	-	-	-	-	-	-	Excluded due to the difference between the Refseq and Genbank sequence
GCF_002925525.1	-	-	-	-	-	-	-	-	-	Excluded due to the difference between the Refseq and Genbank sequence
